sboid;said;validFrom;validTo;organisationNumber;status;descriptionDe;descriptionFr;descriptionIt;descriptionEn;abbreviationDe;abbreviationFr;abbreviationIt;abbreviationEn;businessTypesId;businessTypesDe;businessTypesIt;businessTypesFr;transportCompanyNumber;transportCompanyAbbreviation;transportCompanyBusinessRegisterName;creationTime;editionTime
ch:1:sboid:100395;100395;1900-01-01;9999-12-31;474;VALIDATED;Tarifverbund Passepartout (Abo);Tarifverbund Passepartout (Abo);Tarifverbund Passepartout (Abo);Tarifverbund Passepartout (Abo);TVLUOWNW1;TVLUOWNW1;TVLUOWNW1;TVLUOWNW1;51;Tarifverbund;Comunità tariffaria;Communauté tarifaire;;;;2022-08-04 14:16:30;2022-08-04 14:16:30
ch:1:sboid:100396;100396;1900-01-01;9999-12-31;475;VALIDATED;Tarifverbund Oberengadin;Tarifverbund Oberengadin;Tarifverbund Oberengadin;Tarifverbund Oberengadin;TVOENG;TVOENG;TVOENG;TVOENG;51;Tarifverbund;Comunità tariffaria;Communauté tarifaire;;;;2022-08-04 14:16:30;2022-08-04 14:16:30
ch:1:sboid:100397;100397;1900-01-01;9999-12-31;476;VALIDATED;Tarifverbund Ostwind;Tarifverbund Ostwind;Tarifverbund Ostwind;Tarifverbund Ostwind;TVOst;TVOst;TVOst;TVOst;51;Tarifverbund;Comunità tariffaria;Communauté tarifaire;;;;2022-08-04 14:16:30;2022-08-04 14:16:30
ch:1:sboid:100398;100398;1900-01-01;9999-12-31;477;VALIDATED;Tarifverbund Libero 4 (Abo);Tarifverbund Libero 4 (Abo);Tarifverbund Libero 4 (Abo);Tarifverbund Libero 4 (Abo);TV Libero4;TV Libero4;TV Libero4;TV Libero4;51;Tarifverbund;Comunità tariffaria;Communauté tarifaire;;;;2022-08-04 14:16:30;2022-08-04 14:16:30
ch:1:sboid:100400;100400;1900-01-01;9999-12-31;479;VALIDATED;Communauté tarifaire jurassienne;Communauté tarifaire jurassienne;Communauté tarifaire jurassienne;Communauté tarifaire jurassienne;CTJU;CTJU;CTJU;CTJU;51;Tarifverbund;Comunità tariffaria;Communauté tarifaire;;;;2022-08-04 14:16:30;2022-08-04 14:16:30
ch:1:sboid:100401;100401;1900-01-01;9999-12-31;480;VALIDATED;FlexTax 1 Tarifverbund Schaffhausen (Billette);FlexTax 1 Tarifverbund Schaffhausen (Billette);FlexTax 1 Tarifverbund Schaffhausen (Billette);FlexTax 1 Tarifverbund Schaffhausen (Billette);TV SH 1;TV SH 1;TV SH 1;TV SH 1;51;Tarifverbund;Comunità tariffaria;Communauté tarifaire;;;;2022-08-04 14:16:30;2022-08-04 14:16:30
ch:1:sboid:100402;100402;1900-01-01;9999-12-31;481;VALIDATED;Verkehrsverbund Hegau-Bodensee (Abo);Verkehrsverbund Hegau-Bodensee (Abo);Verkehrsverbund Hegau-Bodensee (Abo);Verkehrsverbund Hegau-Bodensee (Abo);OTV-VHB A;OTV-VHB A;OTV-VHB A;OTV-VHB A;51;Tarifverbund;Comunità tariffaria;Communauté tarifaire;;;;2022-08-04 14:16:30;2022-08-04 14:16:30
ch:1:sboid:100403;100403;1900-01-01;9999-12-31;482;VALIDATED;Communauté tarifaire vaudoise;Communauté tarifaire vaudoise;Communauté tarifaire vaudoise;Communauté tarifaire vaudoise;CTV;CTV;CTV;CTV;51;Tarifverbund;Comunità tariffaria;Communauté tarifaire;;;;2022-08-04 14:16:30;2022-08-04 14:16:30
ch:1:sboid:100405;100405;1900-01-01;9999-12-31;484;VALIDATED;Communauté tarifaire fribourgeoise 3;Communauté tarifaire fribourgeoise 3;Communauté tarifaire fribourgeoise 3;Communauté tarifaire fribourgeoise 3;CTIFR;CTIFR;CTIFR;CTIFR;51;Tarifverbund;Comunità tariffaria;Communauté tarifaire;;;;2022-08-04 14:16:30;2022-08-04 14:16:30
ch:1:sboid:100406;100406;1900-01-01;9999-12-31;485;VALIDATED;FlexTax 2 Tarifverbund Schaffhausen (Abo);FlexTax 2 Tarifverbund Schaffhausen (Abo);FlexTax 2 Tarifverbund Schaffhausen (Abo);FlexTax 2 Tarifverbund Schaffhausen (Abo);TV SH 2;TV SH 2;TV SH 2;TV SH 2;51;Tarifverbund;Comunità tariffaria;Communauté tarifaire;;;;2022-08-04 14:16:30;2022-08-04 14:16:30
ch:1:sboid:100407;100407;1900-01-01;9999-12-31;486;VALIDATED;Tarifverbund Libero 1 (Billette);Tarifverbund Libero 1 (Billette);Tarifverbund Libero 1 (Billette);Tarifverbund Libero 1 (Billette);TV Libero1;TV Libero1;TV Libero1;TV Libero1;51;Tarifverbund;Comunità tariffaria;Communauté tarifaire;;;;2022-08-04 14:16:30;2022-08-04 14:16:30
ch:1:sboid:100409;100409;1900-01-01;9999-12-31;488;VALIDATED;Tarifverbund Berner Oberland Ost;Tarifverbund Berner Oberland Ost;Tarifverbund Berner Oberland Ost;Tarifverbund Berner Oberland Ost;TVBOO;TVBOO;TVBOO;TVBOO;51;Tarifverbund;Comunità tariffaria;Communauté tarifaire;;;;2022-08-04 14:16:30;2022-08-04 14:16:30
ch:1:sboid:100410;100410;1900-01-01;9999-12-31;489;VALIDATED;Tarifverbund Libero 2 (Abo);Tarifverbund Libero 2 (Abo);Tarifverbund Libero 2 (Abo);Tarifverbund Libero 2 (Abo);TV Libero2;TV Libero2;TV Libero2;TV Libero2;51;Tarifverbund;Comunità tariffaria;Communauté tarifaire;;;;2022-08-04 14:16:30;2022-08-04 14:16:30
ch:1:sboid:100411;100411;1900-01-01;9999-12-31;490;VALIDATED;Zürcher Verkehrsverbund;Zürcher Verkehrsverbund;Zürcher Verkehrsverbund;Zürcher Verkehrsverbund;ZVV;ZVV;ZVV;ZVV;51;Tarifverbund;Comunità tariffaria;Communauté tarifaire;;;;2022-08-04 14:16:30;2022-08-04 14:16:30
ch:1:sboid:100412;100412;1900-01-01;9999-12-31;491;VALIDATED;Kostenrechnungen für ZVV-TU's;Kostenrechnungen für ZVV-TU's;Kostenrechnungen für ZVV-TU's;Kostenrechnungen für ZVV-TU's;ZVV1;ZVV1;ZVV1;ZVV1;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;;;;2022-08-04 14:16:30;2022-08-04 14:16:30
ch:1:sboid:100414;100414;1900-01-01;9999-12-31;493;VALIDATED;Tarifverbund Berner Oberland;Tarifverbund Berner Oberland;Tarifverbund Berner Oberland;Tarifverbund Berner Oberland;TVBeO;TVBeO;TVBeO;TVBeO;51;Tarifverbund;Comunità tariffaria;Communauté tarifaire;;;;2022-08-04 14:16:30;2022-08-04 14:16:30
ch:1:sboid:100415;100415;1900-01-01;9999-12-31;494;VALIDATED;Swiss Travel System AG;Swiss Travel System AG;Swiss Travel System AG;Swiss Travel System AG;STS AG;STS AG;STS AG;STS AG;50;Freizeitangebot;Ricreativo;Loisirs;;;;2022-08-04 14:16:30;2022-08-04 14:16:30
ch:1:sboid:100416;100416;1900-01-01;9999-12-31;495;VALIDATED;RAW Messen;RAW Messen;RAW Messen;RAW Messen;RAW Messen;RAW Messen;RAW Messen;RAW Messen;52;Messe;Fiera;Foire;;;;2022-08-04 14:16:30;2022-08-04 14:16:30
ch:1:sboid:100421;100421;1900-01-01;9999-12-31;500;VALIDATED;BLS/SBB Thun - Brig/-Interlaken;BLS/SBB Thun - Brig/-Interlaken;BLS/SBB Thun - Brig/-Interlaken;BLS/SBB Thun - Brig/-Interlaken;BLS/SBB;BLS/SBB;BLS/SBB;BLS/SBB;10;Eisenbahn;Ferrovia;Chemin de fer;#0016;BLS;BLS AG;2022-08-04 14:16:30;2022-08-04 14:16:30
ch:1:sboid:100422;100422;1900-01-01;9999-12-31;501;VALIDATED;Gemeinschaft Visp-Brig T 650;Gemeinschaft Visp-Brig T 650;Gemeinschaft Visp-Brig T 650;Gemeinschaft Visp-Brig T 650;Gem-VI-BR;Gem-VI-BR;Gem-VI-BR;Gem-VI-BR;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;;;;2022-08-04 14:16:30;2022-08-04 14:16:30
ch:1:sboid:100423;100423;1900-01-01;9999-12-31;502;VALIDATED;RailAway Freizeitangebote Euro;RailAway Freizeitangebote Euro;RailAway Freizeitangebote Euro;RailAway Freizeitangebote Euro;RailA Eu $;RailA Eu $;RailA Eu $;RailA Eu $;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;;;;2022-08-04 14:16:30;2022-08-04 14:16:30
ch:1:sboid:100424;100424;1900-01-01;9999-12-31;503;VALIDATED;Schifffahrt am Rheinfall;Schifffahrt am Rheinfall;Schifffahrt am Rheinfall;Schifffahrt am Rheinfall;SaR;SaR;SaR;SaR;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;;;;2022-08-04 14:16:30;2022-08-04 14:16:30
ch:1:sboid:100425;100425;1900-01-01;9999-12-31;504;VALIDATED;Snow & Rail Nendaz;Snow & Rail Nendaz;Snow & Rail Nendaz;Snow & Rail Nendaz;S&R Nendaz;S&R Nendaz;S&R Nendaz;S&R Nendaz;50;Freizeitangebot;Ricreativo;Loisirs;;;;2022-08-04 14:16:30;2022-08-04 14:16:30
ch:1:sboid:100426;100426;1900-01-01;9999-12-31;505;VALIDATED;Bogn Engadina Scuol (BES) SA;Bogn Engadina Scuol (BES) SA;Bogn Engadina Scuol (BES) SA;Bogn Engadina Scuol (BES) SA;S&R Scuol;S&R Scuol;S&R Scuol;S&R Scuol;50;Freizeitangebot;Ricreativo;Loisirs;;;;2022-08-04 14:16:30;2022-08-04 14:16:30
ch:1:sboid:100428;100428;1900-01-01;9999-12-31;507;VALIDATED;Bergbahnen Engadin/St.Moritz;Bergbahnen Engadin/St.Moritz;Bergbahnen Engadin/St.Moritz;Bergbahnen Engadin/St.Moritz;S&R Engad;S&R Engad;S&R Engad;S&R Engad;50;Freizeitangebot;Ricreativo;Loisirs;;;;2022-08-04 14:16:30;2022-08-04 14:16:30
ch:1:sboid:100429;100429;2024-03-26;9999-12-31;508;VALIDATED;Bodensee Ticket Bahn - Bus - Fähre;Bodensee Ticket Bahn - Bus - Fähre;Bodensee Ticket Bahn - Bus - Fähre;Bodensee Ticket Bahn - Bus - Fähre;BoTic;BoTic;BoTic;BoTic;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;;;;2024-03-26 09:48:58;2024-03-26 09:48:58
ch:1:sboid:100430;100430;1900-01-01;9999-12-31;517;VALIDATED;Autobusbetrieb AZZK Zollikon;Autobusbetrieb AZZK Zollikon;Autobusbetrieb AZZK Zollikon;Autobusbetrieb AZZK Zollikon;AZZK;AZZK;AZZK;AZZK;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;;;;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:100431;100431;1900-01-01;9999-12-31;518;VALIDATED;Limmatbus AG Dietikon;Limmatbus AG Dietikon;Limmatbus AG Dietikon;Limmatbus AG Dietikon;BDWM;BDWM;BDWM;BDWM;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;;;;2022-08-04 14:16:30;2022-08-04 14:16:30
ch:1:sboid:100434;100434;1900-01-01;9999-12-31;521;VALIDATED;ATE Bus AG Effretikon;ATE Bus AG Effretikon;ATE Bus AG Effretikon;ATE Bus AG Effretikon;GAT;GAT;GAT;GAT;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;;;;2022-08-04 14:16:30;2022-08-04 14:16:30
ch:1:sboid:100435;100435;1900-01-01;9999-12-31;522;VALIDATED;AHW Busbetrieb AG Horgen;AHW Busbetrieb AG Horgen;AHW Busbetrieb AG Horgen;AHW Busbetrieb AG Horgen;AHW;AHW;AHW;AHW;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;;;;2022-08-04 14:16:30;2022-08-04 14:16:30
ch:1:sboid:100436;100436;2021-05-05;9999-12-31;524;VALIDATED;Limmattalbahn AG Zürich;Limmattalbahn AG Zürich;Limmattalbahn AG Zürich;Limmattalbahn AG Zürich;LTB;LTB;LTB;LTB;10;Eisenbahn;Ferrovia;Chemin de fer;;;;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:100437;100437;1900-01-01;9999-12-31;525;VALIDATED;Swiss Rail Traffic AG Glattbrugg;Swiss Rail Traffic AG Glattbrugg;Swiss Rail Traffic AG Glattbrugg;Swiss Rail Traffic AG Glattbrugg;SRT;SRT;SRT;SRT;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;;;;2022-08-04 14:16:30;2022-08-04 14:16:30
ch:1:sboid:100438;100438;1900-01-01;9999-12-31;526;VALIDATED;DB Cargo Schweiz GmbH;DB Cargo Schweiz GmbH;DB Cargo Schweiz GmbH;DB Cargo Schweiz GmbH;DBCCH;DBCCH;DBCCH;DBCCH;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;;;;2022-08-04 14:16:30;2022-08-04 14:16:30
ch:1:sboid:100439;100439;1900-01-01;9999-12-31;527;VALIDATED;Widmer Rail Services Personal AG;Widmer Rail Services Personal AG;Widmer Rail Services Personal AG;Widmer Rail Services Personal AG;WRSPAG;WRSPAG;WRSPAG;WRSPAG;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;;;;2022-08-04 14:16:30;2022-08-04 14:16:30
ch:1:sboid:100440;100440;1900-01-01;9999-12-31;528;VALIDATED;Emmentalbahn GmbH;Emmentalbahn GmbH;Emmentalbahn GmbH;Emmentalbahn GmbH;ETB;ETB;ETB;ETB;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;#0030;ETB;Emmentalbahn GmbH;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:100441;100441;1900-01-01;9999-12-31;529;VALIDATED;railCare AG;railCare AG;railCare AG;railCare AG;RLC;RLC;RLC;RLC;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;;;;2022-08-04 14:16:30;2022-08-04 14:16:30
ch:1:sboid:100442;100442;1900-01-01;9999-12-31;530;VALIDATED;SBB-Freeway;SBB-Freeway;SBB-Freeway;SBB-Freeway;FWAY;FWAY;FWAY;FWAY;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;;;;2022-08-04 14:16:30;2022-08-04 14:16:30
ch:1:sboid:100445;100445;1900-01-01;9999-12-31;542;VALIDATED;GM Tauschgeräte-Gebühren: Realersatz;GM Tauschgeräte-Gebühren: Realersatz;GM Tauschgeräte-Gebühren: Realersatz;GM Tauschgeräte-Gebühren: Realersatz;TG-Real;TG-Real;TG-Real;TG-Real;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;;;;2022-08-04 14:16:31;2022-08-04 14:16:31
ch:1:sboid:100446;100446;1900-01-01;9999-12-31;543;VALIDATED;GM Tauschgeräte-Gebühren: Miete;GM Tauschgeräte-Gebühren: Miete;GM Tauschgeräte-Gebühren: Miete;GM Tauschgeräte-Gebühren: Miete;TG-Miet;TG-Miet;TG-Miet;TG-Miet;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;;;;2022-08-04 14:16:31;2022-08-04 14:16:31
ch:1:sboid:100447;100447;1900-01-01;9999-12-31;544;VALIDATED;GM Tauschgeräte-Gebühren: Verspätungsgebühren;GM Tauschgeräte-Gebühren: Verspätungsgebühren;GM Tauschgeräte-Gebühren: Verspätungsgebühren;GM Tauschgeräte-Gebühren: Verspätungsgebühren;TG-Vers;TG-Vers;TG-Vers;TG-Vers;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;;;;2022-08-04 14:16:31;2022-08-04 14:16:31
ch:1:sboid:100448;100448;1900-01-01;9999-12-31;545;VALIDATED;GM Tauschgeräte-Umbuchungen (technischer Code);GM Tauschgeräte-Umbuchungen (technischer Code);GM Tauschgeräte-Umbuchungen (technischer Code);GM Tauschgeräte-Umbuchungen (technischer Code);TG-Umb;TG-Umb;TG-Umb;TG-Umb;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;;;;2022-08-04 14:16:31;2022-08-04 14:16:31
ch:1:sboid:100449;100449;1900-01-01;9999-12-31;546;VALIDATED;GM Lademittel-Gebühren: Miete/Verspätung;GM Lademittel-Gebühren: Miete/Verspätung;GM Lademittel-Gebühren: Miete/Verspätung;GM Lademittel-Gebühren: Miete/Verspätung;LM-M/V;LM-M/V;LM-M/V;LM-M/V;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;;;;2022-08-04 14:16:31;2022-08-04 14:16:31
ch:1:sboid:100450;100450;1900-01-01;9999-12-31;547;VALIDATED;GM RID-Gebühren;GM RID-Gebühren;GM RID-Gebühren;GM RID-Gebühren;RID-Geb;RID-Geb;RID-Geb;RID-Geb;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;;;;2022-08-04 14:16:31;2022-08-04 14:16:31
ch:1:sboid:100451;100451;1900-01-01;9999-12-31;548;VALIDATED;Mucho Mobile;Mucho Mobile;Mucho Mobile;Mucho Mobile;MUMO;MUMO;MUMO;MUMO;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;;;;2022-08-04 14:16:31;2022-08-04 14:16:31
ch:1:sboid:100454;100454;1900-01-01;9999-12-31;551;VALIDATED;Dienstsendungen Güter;Dienstsendungen Güter;Dienstsendungen Güter;Dienstsendungen Güter;DS Güter;DS Güter;DS Güter;DS Güter;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;;;;2022-08-04 14:16:31;2022-08-04 14:16:31
ch:1:sboid:100455;100455;1900-01-01;9999-12-31;552;VALIDATED;Zoll Güter;Zoll Güter;Zoll Güter;Zoll Güter;Zoll;Zoll;Zoll;Zoll;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;;;;2022-08-04 14:16:31;2022-08-04 14:16:31
ch:1:sboid:100456;100456;1900-01-01;9999-12-31;553;VALIDATED;Minidifferenzen Güter;Minidifferenzen Güter;Minidifferenzen Güter;Minidifferenzen Güter;Minidiff;Minidiff;Minidiff;Minidiff;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;;;;2022-08-04 14:16:31;2022-08-04 14:16:31
ch:1:sboid:100457;100457;1900-01-01;9999-12-31;554;VALIDATED;Umrechnungsdifferenzen Güter;Umrechnungsdifferenzen Güter;Umrechnungsdifferenzen Güter;Umrechnungsdifferenzen Güter;Umrechdiff;Umrechdiff;Umrechdiff;Umrechdiff;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;;;;2022-08-04 14:16:31;2022-08-04 14:16:31
ch:1:sboid:100458;100458;1900-01-01;9999-12-31;555;VALIDATED;GrindelwaldSPORTS AG;GrindelwaldSPORTS AG;GrindelwaldSPORTS AG;GrindelwaldSPORTS AG;GWSPORTS;GWSPORTS;GWSPORTS;GWSPORTS;99;unbekannt;sconosciuto;inconnu;;;;2022-08-04 14:16:31;2022-08-04 14:16:31
ch:1:sboid:100462;100462;1900-01-01;9999-12-31;559;VALIDATED;Erlös Liegenschaften;Erlös Liegenschaften;Erlös Liegenschaften;Erlös Liegenschaften;Erlös LN;Erlös LN;Erlös LN;Erlös LN;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;;;;2022-08-04 14:16:31;2022-08-04 14:16:31
ch:1:sboid:100471;100471;1900-01-01;9999-12-31;568;VALIDATED;Wahlstrecke LBT;Wahlstrecke LBT;Wahlstrecke LBT;Wahlstrecke LBT;MGB/PAG;MGB/PAG;MGB/PAG;MGB/PAG;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;;;;2022-08-04 14:16:31;2022-08-04 14:16:31
ch:1:sboid:100472;100472;1900-01-01;9999-12-31;569;VALIDATED;TV Testtarifverbund;TV Testtarifverbund;TV Testtarifverbund;TV Testtarifverbund;TVTEST;TVTEST;TVTEST;TVTEST;51;Tarifverbund;Comunità tariffaria;Communauté tarifaire;;;;2022-08-04 14:16:31;2022-08-04 14:16:31
ch:1:sboid:100483;100483;1900-01-01;9999-12-31;580;VALIDATED;Libero Spezialleistungen;Libero Spezialleistungen;Libero Spezialleistungen;Libero Spezialleistungen;LiberoSpez;LiberoSpez;LiberoSpez;LiberoSpez;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;;;;2022-08-04 14:16:31;2022-08-04 14:16:31
ch:1:sboid:100491;100491;1900-01-01;9999-12-31;588;VALIDATED;Bergbahnen Toggenburg;Bergbahnen Toggenburg;Bergbahnen Toggenburg;Bergbahnen Toggenburg;OBERTOGG;OBERTOGG;OBERTOGG;OBERTOGG;50;Freizeitangebot;Ricreativo;Loisirs;;;;2022-08-04 14:16:31;2022-08-04 14:16:31
ch:1:sboid:100492;100492;1900-01-01;9999-12-31;589;VALIDATED;Skiregion Adelboden-Lenk;Skiregion Adelboden-Lenk;Skiregion Adelboden-Lenk;Skiregion Adelboden-Lenk;SRAL;SRAL;SRAL;SRAL;50;Freizeitangebot;Ricreativo;Loisirs;;;;2022-08-04 14:16:31;2022-08-04 14:16:31
ch:1:sboid:100493;100493;1900-01-01;9999-12-31;590;VALIDATED;Z-Pass Subventionen;Z-Pass Subventionen;Z-Pass Subventionen;Z-Pass Subventionen;Z-Pass Sub;Z-Pass Sub;Z-Pass Sub;Z-Pass Sub;51;Tarifverbund;Comunità tariffaria;Communauté tarifaire;;;;2022-08-04 14:16:31;2022-08-04 14:16:31
ch:1:sboid:100495;100495;1900-01-01;9999-12-31;592;VALIDATED;Crossrail AG;Crossrail AG;Crossrail AG;Crossrail AG;CROSS;CROSS;CROSS;CROSS;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;;;;2022-08-04 14:16:31;2022-08-04 14:16:31
ch:1:sboid:100496;100496;1900-01-01;9999-12-31;593;VALIDATED;Login Berufsbildung;Login Berufsbildung;Login Berufsbildung;Login Berufsbildung;Login;Login;Login;Login;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;;;;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:100497;100497;1900-01-01;9999-12-31;594;VALIDATED;Trasse Schweiz AG;Trasse Schweiz AG;Trasse Schweiz AG;Trasse Schweiz AG;Trasse CH;Trasse CH;Trasse CH;Trasse CH;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;;;;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:100498;100498;1900-01-01;9999-12-31;595;VALIDATED;BLS Cargo AG;BLS Cargo AG;BLS Cargo AG;BLS Cargo AG;BLSC;BLSC;BLSC;BLSC;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;;;;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:100502;100502;2024-11-02;9999-12-31;599;VALIDATED;Aufgehobene KTU;Aufgehobene KTU;Aufgehobene KTU;Aufgehobene KTU;Auf KTU;Auf KTU;Auf KTU;Auf KTU;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;;;;2025-01-06 16:47:57;2025-01-06 16:47:57
ch:1:sboid:100503;100503;1900-01-01;9999-12-31;600;VALIDATED;Bergbahnen Grüsch-Danusa AG;Bergbahnen Grüsch-Danusa AG;Bergbahnen Grüsch-Danusa AG;Bergbahnen Grüsch-Danusa AG;BGD;BGD;BGD;BGD;45;Luft;Aria;Air;#1018;BGD;Bergbahnen Grüsch-Danusa AG;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:100506;100506;1900-01-01;9999-12-31;702;VALIDATED;Automobildienst SBB;Automobildienst SBB;Automobildienst SBB;Automobildienst SBB;SBB Bus;SBB Bus;SBB Bus;SBB Bus;30;Strasse;Strada;Route;#0001;SBB;Schweizerische Bundesbahnen SBB;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:100508;100508;2021-12-21;9999-12-31;704;VALIDATED;Südtiroler Transportstrukturen AG;Südtiroler Transportstrukturen AG;Südtiroler Transportstrukturen AG;Südtiroler Transportstrukturen AG;STA Auto;STA Auto;STA Auto;STA Auto;30;Strasse;Strada;Route;#9301;STA;Südtiroler Transportstrukturen AG;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:100511;100511;1900-01-01;9999-12-31;707;VALIDATED;Transports Urbains Bruntrutains;Transports Urbains Bruntrutains;Transports Urbains Bruntrutains;Transports Urbains Bruntrutains;TUB;TUB;TUB;TUB;30;Strasse;Strada;Route;;;;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:100512;100512;1900-01-01;9999-12-31;708;VALIDATED;Elektrobus Zermatt;Elektrobus Zermatt;Elektrobus Zermatt;Elektrobus Zermatt;EBZ;EBZ;EBZ;EBZ;30;Strasse;Strada;Route;#0550;EBZ;Gemeinde Zermatt;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:100513;100513;1900-01-01;9999-12-31;709;VALIDATED;Mühleggbahn AG;Mühleggbahn AG;Mühleggbahn AG;Mühleggbahn AG;MSG;MSG;MSG;MSG;10;Eisenbahn;Ferrovia;Chemin de fer;#0216;MSG;Mühleggbahn AG;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:100514;100514;1900-01-01;9999-12-31;712;VALIDATED;Autoservizi Silvestri Livigno;Autoservizi Silvestri Livigno;Autoservizi Silvestri Livigno;Autoservizi Silvestri Livigno;ASL;ASL;ASL;ASL;30;Strasse;Strada;Route;#2039;ASL;Autoservizi Silvestri S.r.l.;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:100515;100515;1900-01-01;9999-12-31;713;VALIDATED;Bus urbain de Martigny;Bus urbain de Martigny;Bus urbain de Martigny;Bus urbain de Martigny;BUM;BUM;BUM;BUM;30;Strasse;Strada;Route;#0325;BUM;Ville de Martigny;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:100516;100516;1900-01-01;9999-12-31;714;VALIDATED;Bus Sierrois;Bus Sierrois;Bus Sierrois;Bus Sierrois;BS;BS;BS;BS;30;Strasse;Strada;Route;#0574;BS;Commune de Sierre;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:100518;100518;1900-01-01;9999-12-31;716;VALIDATED;Ortsbus St. Moritz;Ortsbus St. Moritz;Ortsbus St. Moritz;Ortsbus St. Moritz;OBSM;OBSM;OBSM;OBSM;30;Strasse;Strada;Route;#0338;OBSM;Gemeinde St. Moritz, Ortsbus;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:100520;100520;1900-01-01;9999-12-31;718;VALIDATED;Ortsbus Klosters-Serneus;Ortsbus Klosters-Serneus;Ortsbus Klosters-Serneus;Ortsbus Klosters-Serneus;OKS;OKS;OKS;OKS;30;Strasse;Strada;Route;;;;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:100521;100521;1900-01-01;9999-12-31;719;VALIDATED;Société des Auto-transports du Pied du Jura Vaudois;Société des Auto-transports du Pied du Jura Vaudois;Société des Auto-transports du Pied du Jura Vaudois;Société des Auto-transports du Pied du Jura Vaudois;SAPJV;SAPJV;SAPJV;SAPJV;32;Strasse ohne Verkehrsabrechnug;Strada senza rapporto sul traffico;Route sans rapport de circulation;#0802;SAPJV;Société des Auto-transports du Pied du Jura Vaudois SAPJV SA;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:100523;100523;1900-01-01;9999-12-31;721;VALIDATED;Städt. Verkehrsbetriebe Bern Konolfingen-Münsingen-Belp;Städt. Verkehrsbetriebe Bern Konolfingen-Münsingen-Belp;Städt. Verkehrsbetriebe Bern Konolfingen-Münsingen-Belp;Städt. Verkehrsbetriebe Bern Konolfingen-Münsingen-Belp;SVB/kmb;SVB/kmb;SVB/kmb;SVB/kmb;30;Strasse;Strada;Route;#0306;SVB;Städtische Verkehrsbetriebe Bern (SVB);2022-08-04 14:16:32;2024-09-27 15:52:02
